system,group,O_serial_1based,time_ps,relative_depth,dx_A,dy_A
SiO2,1,120,236.8,0.21486427670433408,-2.2306339144706726,-1.421370029449463
SiO2,1,120,236.9,0.21486427670433408,-2.4373199343681335,-1.5893900394439697
SiO2,1,120,237.0,0.22185475485665457,-2.3293909430503845,-1.8025100231170654
SiO2,1,120,237.1,0.22765713646298363,-2.2297149300575256,-1.67572021484375
SiO2,1,120,237.20000000000002,0.22159762609572636,-2.0165599584579468,-1.9268300533294678
SiO2,1,120,237.3,0.21869763873872303,-2.0485399961471558,-1.7564702033996582
SiO2,1,120,237.4,0.22004522596086776,-1.8879899978637695,-1.5652401447296143
SiO2,1,120,237.5,0.2172309330531529,-1.8302199840545654,-1.6448900699615479
SiO2,1,120,237.6,0.2151619139171782,-1.9319199323654175,-1.409670114517212
SiO2,1,120,237.70000000000002,0.211566652570452,-2.203244924545288,-1.62850022315979
SiO2,1,120,237.8,0.2155119123912993,-2.363508939743042,-1.522130012512207
SiO2,1,120,237.9,0.21686426798502603,-1.806209921836853,-1.3514502048492432
SiO2,1,120,238.0,0.2201214290800549,-2.1130499839782715,-0.9076099395751953
SiO2,1,120,238.1,0.2175214404151553,-2.2243199348449707,-1.0052399635314941
SiO2,1,120,238.20000000000002,0.21688570295061385,-2.265714943408966,-1.2017500400543213
SiO2,1,120,238.3,0.21708570207868302,-2.111259937286377,-1.3776202201843262
SiO2,1,120,238.4,0.21274761926560176,-2.747123956680298,-0.9653801918029785
SiO2,1,120,238.5,0.20770000276111422,-2.537951946258545,-1.0472900867462158
SiO2,1,120,238.6,0.21153572627476283,-2.317643940448761,-1.5472500324249268
SiO2,1,120,238.70000000000002,0.2160952431815011,-2.0298599004745483,-1.895090103149414
SiO2,1,120,238.8,0.2237857182820638,-2.310841917991638,-1.7951300144195557
SiO2,1,120,238.9,0.2216023944673084,-2.329332947731018,-1.6105999946594238
SiO2,1,120,239.0,0.22195716131301152,-2.2526419162750244,-1.880620002746582
SiO2,1,120,239.1,0.22605950491768972,-2.186889886856079,-1.760270118713379
SiO2,1,120,239.20000000000002,0.22920953659784227,-2.3047799468040466,-1.2281200885772705
SiO2,1,120,239.3,0.21843569619315012,-2.555954933166504,-1.1488401889801025
SiO2,1,120,239.4,0.21406191871279762,-2.79114893078804,-1.6776602268218994
SiO2,1,120,239.5,0.212678591410319,-2.63974791765213,-1.6173300743103027
SiO2,1,120,239.6,0.21483571188790457,-2.4367929697036743,-1.5842502117156982
SiO2,1,120,239.70000000000002,0.21212141854422434,-2.306952953338623,-1.4386100769042969
SiO2,1,120,239.8,0.21596191042945498,-2.40223091840744,-1.6823101043701172
SiO2,1,120,239.9,0.21519524710518972,-2.155609965324402,-1.772090196609497
SiO2,1,120,240.0,0.21045952751522973,-2.6567509174346924,-1.838900089263916
SiO2,1,120,240.1,0.2087356930687314,-2.8493709564208984,-1.7443900108337402
SiO2,1,120,240.20000000000002,0.2196833292643229,-2.2341609597206116,-1.6349000930786133
SiO2,1,120,240.3,0.22408807845342726,-1.7664399147033691,-1.5546901226043701
SiO2,1,120,240.4,0.22373807997930617,-1.7778499126434326,-1.9471900463104248
SiO2,1,120,240.5,0.21730000632149832,-2.395756959915161,-2.2792201042175293
SiO2,1,120,240.6,0.22064522334507533,-2.690529942512512,-2.099170207977295
SiO2,1,120,240.70000000000002,0.21718570164271764,-2.2489859461784363,-1.398820161819458
SiO2,1,120,240.8,0.21818333580380395,-2.0429699420928955,-1.3892600536346436
SiO2,1,120,240.9,0.22031665983654203,-2.3458839654922485,-1.4723100662231445
SiO2,1,120,241.0,0.21392617906842912,-2.5548949241638184,-1.5282402038574219
