block,time_min_ps,time_max_ps,layer,z_minus_GDS_min_A,z_minus_GDS_max_A,water_frame_observations,mean_instantaneous_water_count,water_number_density_A-3,water_mass_density_g_cm-3,mean_tetrahedral_q,mean_HB_degree,fraction_degree_eq4,mean_P1_cos_theta,mean_P2
44,430.0,440.0,1,0.0,2.0,254,2.54,0.007531899456415578,0.2253173465164478,-0.9719218682987509,0.9803149606299213,0.0,-0.9530107770783697,0.8698938427669466
44,430.0,440.0,2,2.0,4.0,239,2.39,0.007087102244422532,0.21201120400563397,0.4351903278708037,2.694560669456067,0.22594142259414227,-0.38579478881593554,-0.05292730438580799
44,430.0,440.0,3,4.0,6.0,1146,11.46,0.033982506996268716,1.0165892878261782,0.6680616877126347,3.1989528795811517,0.4572425828970332,-0.12326882864127577,-0.12306400452317298
44,430.0,440.0,4,6.0,8.0,1086,10.86,0.03220331814829652,0.9633647177829224,0.7691066648332016,3.4521178637200736,0.5681399631675875,-0.04765501127011961,-0.07239986179668435
44,430.0,440.0,5,8.0,10.0,1059,10.59,0.03140268316670904,0.9394136612634576,0.8306903497714984,3.647780925401322,0.7129367327667611,-0.0284291613389011,0.1728070104161617
44,430.0,440.0,6,10.0,12.0,1015,10.15,0.03009794467819611,0.9003823098984036,0.8636659541981365,3.695566502463054,0.7310344827586207,-0.05087100811514969,-0.0029165840238639692
44,430.0,440.0,7,12.0,14.0,1044,10.44,0.030957885954715995,0.9261075187526436,0.8616626842501889,3.7260536398467434,0.7605363984674329,-0.04757582321181623,-0.17756595206820758
44,430.0,440.0,8,14.0,16.0,1157,11.57,0.03430869161839695,1.0263471256674415,0.9092314300026815,3.7899740708729475,0.8124459809853068,-0.052675731308609836,-0.014888630462989851
44,430.0,440.0,9,16.0,18.0,1145,11.45,0.033952853848802506,1.0157022116587904,0.8995564321739518,3.7711790393013103,0.8026200873362446,0.08626413565363669,0.09933586338923188
44,430.0,440.0,10,18.0,20.0,1073,10.73,0.031817827231235885,0.9518327276068838,0.8804528401237762,3.853681267474371,0.7884436160298229,-0.05061291951903969,0.032803904613368816
44,430.0,440.0,11,20.0,22.0,892,8.92,0.026450607539853132,0.7912719413097301,0.8885389638008404,3.741031390134529,0.7600896860986547,0.02648785958693436,-0.1313071613557995
44,430.0,440.0,12,22.0,24.0,1224,12.24,0.03629545249863255,1.08578122888241,0.8818034654127997,3.7687908496732025,0.7892156862745098,-0.030985072490626604,0.006670757028439688
44,430.0,440.0,13,24.0,26.0,999,9.99,0.02962349431873686,0.8861890912202022,0.870968482277309,3.7037037037037037,0.7377377377377378,0.057411051654305746,-0.04328888784502615
44,430.0,440.0,14,26.0,28.0,1195,11.95,0.03543551122211266,1.0600560200281697,0.8466943085347292,3.6493723849372386,0.6912133891213389,0.04100027797731443,0.07143624056169416
44,430.0,440.0,15,28.0,30.0,916,9.16,0.027162283079042004,0.8125617693270322,0.8450998103503946,3.703056768558952,0.7336244541484717,0.10366411793542776,-0.018236795102302892
44,430.0,440.0,16,30.0,32.0,966,9.66,0.02864494045235216,0.8569155776964118,0.8745469801129295,3.7267080745341614,0.7484472049689441,0.13804140029446463,0.02469206902723103
44,430.0,440.0,17,32.0,34.0,1139,11.39,0.03377493496400529,1.0103797546544648,0.8749409758141555,3.833187006145742,0.7699736611062336,0.09192406506768033,-0.12074658909311992
44,430.0,440.0,18,34.0,36.0,946,9.46,0.0280518775030281,0.8391740543486601,0.9084339009363124,3.7970401691331923,0.813953488372093,-0.017597935743670943,0.1371893191695084
44,430.0,440.0,19,36.0,38.0,1219,12.19,0.036147186761301534,1.0813458480454718,0.8709734022059306,3.6579163248564397,0.7235438884331419,0.11373681804398302,-0.05149549210730856
44,430.0,440.0,20,38.0,40.0,942,9.42,0.027933264913163284,0.8356257496791095,0.6307557268527595,3.1825902335456475,0.4713375796178344,0.041978269489329395,0.06954735324712152
44,430.0,440.0,21,40.0,42.0,343,3.43,0.010171029580907652,0.30426712541394335,0.1858120631109206,2.309037900874636,0.09037900874635568,0.2862782426735651,-0.23598104602567332
45,440.0,450.0,1,0.0,2.0,275,2.75,0.008154615553205843,0.2439459460315872,-0.8834938334640671,0.9527272727272728,0.0,-0.9557813961625395,0.8749372068624369
45,440.0,450.0,2,2.0,4.0,215,2.15,0.006375426705233658,0.19072137598833178,0.5189330005831014,2.7767441860465114,0.3116279069767442,-0.4037147516007338,-0.025928057725823656
45,440.0,450.0,3,4.0,6.0,1122,11.22,0.03327083145707984,0.9952994598088758,0.6441274401194071,3.2085561497326203,0.4732620320855615,-0.1435998603475415,-0.10539515523142598
45,440.0,450.0,4,6.0,8.0,1171,11.71,0.03472383568292379,1.0387661920108677,0.7981484441487651,3.5542271562766867,0.6080273270708796,-0.06091777079567515,-0.09606661337415935
45,440.0,450.0,5,8.0,10.0,976,9.76,0.028941471927014187,0.8657863393702876,0.8369137590813056,3.617827868852459,0.6721311475409836,0.012993023711415672,0.21896778786892335
45,440.0,450.0,6,10.0,12.0,1058,10.58,0.03137303001924284,0.93852658509607,0.8829853470767737,3.728733459357278,0.7495274102079396,-0.035718958838677775,0.009279266349714897
45,440.0,450.0,7,12.0,14.0,1026,10.26,0.030424129300324343,0.9101401477396671,0.8708468632808635,3.7485380116959064,0.776803118908382,0.0031515234605930245,-0.15954784631729205
45,440.0,450.0,8,14.0,16.0,1150,11.5,0.03410111958613352,1.0201375924957283,0.9104625197031119,3.779130434782609,0.7973913043478261,-0.03572155859414548,-0.010712963216394427
45,440.0,450.0,9,16.0,18.0,1158,11.58,0.03433834476586315,1.027234201834829,0.9075035079783283,3.775474956822107,0.7962003454231433,0.08909779822151935,0.10847649614468186
45,440.0,450.0,10,18.0,20.0,1052,10.52,0.031195111134445622,0.9332041280917445,0.8782521500703531,3.829847908745247,0.7747148288973384,-0.047890109471773634,0.053643368423537584
45,440.0,450.0,11,20.0,22.0,940,9.4,0.02787395861823088,0.8338515973443344,0.8858886292628066,3.7425531914893617,0.7659574468085106,0.03704701090637501,-0.1375752662468618
45,440.0,450.0,12,22.0,24.0,1177,11.77,0.034901754567721,1.044088649015193,0.8879786757222761,3.7706032285471536,0.7909940526762956,-0.04361492234871933,0.020361909163960686
45,440.0,450.0,13,24.0,26.0,1036,10.36,0.03072066077498637,0.9190109094135429,0.8721380126450006,3.7355212355212357,0.7654440154440154,0.08046053915328168,-0.08129113907540376
45,440.0,450.0,14,26.0,28.0,1151,11.51,0.034130772733599726,1.021024668663116,0.846296879307633,3.7002606429192006,0.7280625543006082,0.027498853798146716,0.07176197312370107
